t_s,episode,target.shoulder_pan.pos,target.shoulder_lift.pos,target.elbow_flex.pos,target.wrist_flex.pos,target.wrist_roll.pos,target.gripper.pos,sent.shoulder_pan.pos,sent.shoulder_lift.pos,sent.elbow_flex.pos,sent.wrist_flex.pos,sent.wrist_roll.pos,sent.gripper.pos,gripper_actual
0.257,0,-10.501906394958496,-101.2895278930664,94.10466003417969,61.803436279296875,0.3828277587890625,0.2839069366455078,-10.501906394958496,-101.2895278930664,94.10466003417969,71.04395604395604,0.3828277587890625,0.2839069366455078,1.1089367253750815
0.281,0,-10.515772819519043,-101.28890228271484,94.09866333007812,61.84278869628906,0.33272552490234375,0.2692527770996094,-10.515772819519043,-101.28890228271484,94.09866333007812,71.04395604395604,0.33272552490234375,0.2692527770996094,1.1089367253750815
0.318,0,-10.97589111328125,-101.29920196533203,94.27628326416016,61.29901123046875,1.1232833862304688,0.33922386169433594,-10.97589111328125,-101.29920196533203,94.27628326416016,70.51648351648352,1.1232833862304688,0.33922386169433594,1.1089367253750815
0.347,0,-11.106456756591797,-101.26404571533203,94.32847595214844,60.85893249511719,0.9111785888671875,0.36530494689941406,-11.106456756591797,-101.26404571533203,94.32847595214844,69.28571428571429,0.9111785888671875,0.36530494689941406,1.1089367253750815
0.381,0,-11.24195671081543,-101.20368957519531,94.43364715576172,60.22837829589844,0.9148406982421875,0.3846397399902344,-11.24195671081543,-101.20368957519531,94.43364715576172,67.7032967032967,0.9148406982421875,0.3846397399902344,1.1089367253750815
0.417,0,-11.101686477661133,-101.1136474609375,94.46599578857422,59.844581604003906,-0.17371368408203125,0.3755073547363281,-11.101686477661133,-101.1136474609375,94.46599578857422,66.56043956043956,-0.17371368408203125,0.3755073547363281,1.1089367253750815
0.452,0,-11.19039535522461,-101.06082916259766,94.57920837402344,59.15465545654297,-0.6502685546875,0.38158607482910156,-11.19039535522461,-101.06082916259766,94.57920837402344,65.24175824175825,-0.6502685546875,0.38158607482910156,1.1089367253750815
0.487,0,-11.238746643066406,-100.96820831298828,94.65382385253906,58.36419677734375,-1.5382537841796875,0.38535118103027344,-11.238746643066406,-100.96820831298828,94.65382385253906,64.0989010989011,-1.5382537841796875,0.38535118103027344,1.1089367253750815
0.517,0,-11.367125511169434,-100.86752319335938,94.77213287353516,57.502037048339844,-2.3823165893554688,0.39012908935546875,-11.367125511169434,-100.86752319335938,94.77213287353516,63.043956043956044,-2.3823165893554688,0.39012908935546875,1.1089367253750815
0.562,0,-11.309514999389648,-100.76795959472656,94.78034973144531,57.14855194091797,-3.3448867797851562,0.3884105682373047,-11.309514999389648,-100.76795959472656,94.78034973144531,61.37362637362638,-3.3448867797851562,0.3884105682373047,1.1089367253750815
