t_s,episode,target.shoulder_pan.pos,target.shoulder_lift.pos,target.elbow_flex.pos,target.wrist_flex.pos,target.wrist_roll.pos,target.gripper.pos,sent.shoulder_pan.pos,sent.shoulder_lift.pos,sent.elbow_flex.pos,sent.wrist_flex.pos,sent.wrist_roll.pos,sent.gripper.pos,gripper_actual
0.221,0,-5.534379005432129,-100.16264343261719,95.00462341308594,56.78863525390625,-13.406166076660156,0.15557289123535156,-5.534379005432129,-100.71428571428571,95.00462341308594,71.21978021978022,-11.989010989010989,0.15557289123535156,1.5003261578604044
0.252,0,-5.3311614990234375,-99.93106079101562,95.09900665283203,54.749717712402344,-14.606986999511719,0.2927284240722656,-5.3311614990234375,-100.71428571428571,95.09900665283203,71.21978021978022,-11.989010989010989,0.2927284240722656,1.5003261578604044
0.285,0,-5.620953559875488,-100.15227508544922,95.16856384277344,55.38078308105469,-14.223960876464844,0.2142047882080078,-5.620953559875488,-100.45054945054945,95.16856384277344,70.78021978021978,-12.692307692307693,0.2142047882080078,1.5003261578604044
0.318,0,-5.749798774719238,-100.23688507080078,95.21659088134766,55.62989044189453,-14.23931884765625,0.18288803100585938,-5.749798774719238,-100.23688507080078,95.21659088134766,69.02197802197803,-14.23931884765625,0.18288803100585938,1.2393998695368558
0.351,0,-5.309256553649902,-100.18428039550781,95.48212432861328,54.41172790527344,-14.769638061523438,0.18448257446289062,-5.309256553649902,-100.18428039550781,95.48212432861328,67.61538461538461,-14.769638061523438,0.18448257446289062,1.1089367253750815
0.386,0,-5.343928337097168,-100.15634155273438,95.48696899414062,54.12097930908203,-15.73248291015625,0.18171310424804688,-5.343928337097168,-100.15634155273438,95.48696899414062,66.47252747252747,-15.73248291015625,0.18171310424804688,1.1089367253750815
0.419,0,-5.280059814453125,-100.11991882324219,95.52396392822266,53.85182189941406,-16.40204620361328,0.18724632263183594,-5.280059814453125,-100.11991882324219,95.52396392822266,64.97802197802197,-16.40204620361328,0.18724632263183594,1.1089367253750815
0.453,0,-5.303776741027832,-100.09645080566406,95.5657958984375,53.653472900390625,-16.997596740722656,0.1834125518798828,-5.303776741027832,-100.09645080566406,95.5657958984375,63.65934065934066,-16.997596740722656,0.1834125518798828,1.1089367253750815
0.485,0,-5.132889747619629,-100.0398941040039,95.72647094726562,52.72557830810547,-17.747543334960938,0.19482994079589844,-5.132889747619629,-100.0398941040039,95.72647094726562,62.51648351648352,-17.747543334960938,0.19482994079589844,1.1089367253750815
0.522,0,-5.166593551635742,-100.01406860351562,95.73304748535156,52.43663024902344,-18.53542709350586,0.19076919555664062,-5.166593551635742,-100.01406860351562,95.73304748535156,60.84615384615384,-18.53542709350586,0.19076919555664062,1.1089367253750815
0.551,0,-5.190445899963379,-99.97462463378906,95.79766845703125,52.00422668457031,-19.546321868896484,0.2015094757080078,-5.190445899963379,-99.97462463378906,95.79766845703125,59.79120879120879,-19.546321868896484,0.2015094757080078,1.1089367253750815
