t_s,episode,target.shoulder_pan.pos,target.shoulder_lift.pos,target.elbow_flex.pos,target.wrist_flex.pos,target.wrist_roll.pos,target.gripper.pos,sent.shoulder_pan.pos,sent.shoulder_lift.pos,sent.elbow_flex.pos,sent.wrist_flex.pos,sent.wrist_roll.pos,sent.gripper.pos,gripper_actual
0.223,0,-6.987782955169678,-102.5267333984375,94.48645782470703,61.814537048339844,-1.9892578125,0.17683792114257812,-6.987782955169678,-102.5267333984375,94.48645782470703,69.54945054945055,-2.0769230769230766,0.17683792114257812,3.0658838878016956
0.248,0,-8.131752014160156,-101.9090576171875,95.35731506347656,56.612342834472656,-4.809928894042969,0.207366943359375,-8.131752014160156,-101.9090576171875,95.35731506347656,69.54945054945055,-4.809928894042969,0.207366943359375,3.0658838878016956
0.285,0,-8.378955841064453,-101.81629943847656,95.73986053466797,54.860443115234375,-5.461700439453125,0.25463294982910156,-8.378955841064453,-101.81629943847656,95.73986053466797,69.1978021978022,-5.461700439453125,0.25463294982910156,3.0658838878016956
0.320,0,-8.46202278137207,-102.13101959228516,95.4719467163086,56.71215057373047,-4.702507019042969,0.2211151123046875,-8.46202278137207,-102.13101959228516,95.4719467163086,67.61538461538461,-4.702507019042969,0.2211151123046875,2.5440313111545985
0.350,0,-8.674786567687988,-102.20531463623047,95.34280395507812,57.79224395751953,-4.057212829589844,0.19773483276367188,-8.674786567687988,-102.20531463623047,95.34280395507812,66.47252747252747,-4.057212829589844,0.19773483276367188,1.6307893020221786
0.383,0,-8.875089645385742,-102.19300079345703,95.54136657714844,57.05602264404297,-4.409400939941406,0.21256446838378906,-8.875089645385742,-102.19300079345703,95.54136657714844,65.50549450549451,-4.409400939941406,0.21256446838378906,1.36986301369863
0.416,0,-8.824769973754883,-102.10032653808594,95.68098449707031,56.41362762451172,-4.969993591308594,0.24040603637695312,-8.824769973754883,-102.10032653808594,95.68098449707031,64.18681318681318,-4.969993591308594,0.24040603637695312,1.36986301369863
0.449,0,-8.76663875579834,-102.18701934814453,95.46568298339844,57.39006805419922,-4.830436706542969,0.23950767517089844,-8.76663875579834,-102.18701934814453,95.46568298339844,63.043956043956044,-4.830436706542969,0.23950767517089844,1.36986301369863
0.482,0,-8.816018104553223,-102.2095947265625,95.3916015625,57.782867431640625,-4.806243896484375,0.23674774169921875,-8.816018104553223,-102.2095947265625,95.3916015625,61.901098901098905,-4.806243896484375,0.23674774169921875,1.36986301369863
0.517,0,-8.858859062194824,-102.15924072265625,95.51596069335938,57.071327209472656,-5.560752868652344,0.2583751678466797,-8.858859062194824,-102.15924072265625,95.51596069335938,60.58241758241758,-5.560752868652344,0.2583751678466797,1.36986301369863
0.550,0,-8.867353439331055,-102.084228515625,95.62226104736328,56.44573211669922,-6.420341491699219,0.27702903747558594,-8.867353439331055,-102.084228515625,95.62226104736328,59.527472527472526,-6.420341491699219,0.27702903747558594,1.304631441617743
0.582,0,-8.757927894592285,-102.08856201171875,95.57711791992188,56.489112854003906,-7.039833068847656,0.2956523895263672,-8.757927894592285,-102.08856201171875,95.57711791992188,58.38461538461539,-7.039833068847656,0.2956523895263672,1.304631441617743
0.617,0,-8.75096321105957,-102.0584945678711,95.56663513183594,56.40606689453125,-7.640205383300781,0.29322052001953125,-8.75096321105957,-102.0584945678711,95.56663513183594,57.065934065934066,-7.640205383300781,0.29322052001953125,1.304631441617743
0.650,0,-8.705432891845703,-101.98597717285156,95.67424011230469,55.547935485839844,-8.932861328125,0.32412147521972656,-8.705432891845703,-101.98597717285156,95.67424011230469,55.92307692307692,-8.932861328125,0.32412147521972656,1.304631441617743
0.683,0,-8.683358192443848,-101.92552947998047,95.75961303710938,54.885223388671875,-9.897171020507812,0.33827972412109375,-8.683358192443848,-101.92552947998047,95.75961303710938,54.885223388671875,-9.897171020507812,0.33827972412109375,1.304631441617743
0.719,0,-8.583431243896484,-101.9031982421875,95.75830078125,54.66168212890625,-10.904037475585938,0.34483909606933594,-8.583431243896484,-101.9031982421875,95.75830078125,54.66168212890625,-10.904037475585938,0.34483909606933594,1.304631441617743
0.750,0,-8.55359172821045,-101.83295440673828,95.78343200683594,54.248779296875,-12.109916687011719,0.3564739227294922,-8.55359172821045,-101.83295440673828,95.78343200683594,54.248779296875,-12.109916687011719,0.3564739227294922,1.304631441617743
0.782,0,-8.513813018798828,-101.76383972167969,95.86968231201172,53.409263610839844,-13.560295104980469,0.3762226104736328,-8.513813018798828,-101.76383972167969,95.86968231201172,53.409263610839844,-13.560295104980469,0.3762226104736328,1.304631441617743
0.817,0,-8.390986442565918,-101.72373962402344,95.9094467163086,52.84303283691406,-14.973075866699219,0.3858203887939453,-8.390986442565918,-101.72373962402344,95.9094467163086,52.84303283691406,-14.973075866699219,0.3858203887939453,1.304631441617743
0.857,0,-8.251460075378418,-101.6882553100586,95.93260955810547,52.447547912597656,-16.18677520751953,0.3954753875732422,-8.251460075378418,-101.6882553100586,95.93260955810547,52.447547912597656,-16.18677520751953,0.3954753875732422,1.304631441617743
0.881,0,-8.287574768066406,-101.6170654296875,95.98479461669922,51.86492156982422,-17.95636749267578,0.39965057373046875,-8.287574768066406,-101.6170654296875,95.98479461669922,51.86492156982422,-17.95636749267578,0.39965057373046875,1.304631441617743
0.917,0,-8.267781257629395,-101.5381851196289,96.06439208984375,51.051177978515625,-19.6495361328125,0.41309547424316406,-8.267781257629395,-101.5381851196289,96.06439208984375,51.051177978515625,-19.549450549450547,0.41309547424316406,1.304631441617743
0.951,0,-8.233409881591797,-101.4524917602539,96.1614990234375,50.13188934326172,-21.485702514648438,0.42771339416503906,-8.233409881591797,-101.4524917602539,96.1614990234375,50.13188934326172,-21.21978021978022,0.42771339416503906,1.304631441617743
0.988,0,-8.178689956665039,-101.42548370361328,96.19706726074219,49.668739318847656,-23.193340301513672,0.44048118591308594,-8.178689956665039,-101.42548370361328,96.19706726074219,49.668739318847656,-22.89010989010989,0.44048118591308594,1.304631441617743
1.020,0,-8.240826606750488,-101.37034606933594,96.27540588378906,48.792327880859375,-25.384681701660156,0.4438362121582031,-8.240826606750488,-101.37034606933594,96.27540588378906,48.792327880859375,-24.384615384615383,0.4438362121582031,1.304631441617743
1.053,0,-8.29007625579834,-101.31390380859375,96.34812927246094,47.986656188964844,-27.280948638916016,0.4475727081298828,-8.29007625579834,-101.31390380859375,96.34812927246094,47.986656188964844,-25.87912087912088,0.4475727081298828,1.304631441617743
1.087,0,-8.23149585723877,-101.28828430175781,96.39899444580078,47.401123046875,-29.072093963623047,0.45791053771972656,-8.23149585723877,-101.28828430175781,96.39899444580078,47.401123046875,-27.46153846153846,0.45791053771972656,1.304631441617743
1.118,0,-8.301778793334961,-101.24789428710938,96.45179748535156,46.74890899658203,-31.236217498779297,0.4598541259765625,-8.301778793334961,-101.24789428710938,96.45179748535156,46.74890899658203,-28.956043956043956,0.4598541259765625,1.304631441617743
1.150,0,-8.331807136535645,-101.23802947998047,96.49504089355469,46.23029327392578,-33.03160095214844,0.45824432373046875,-8.331807136535645,-101.23802947998047,96.49504089355469,46.23029327392578,-30.45054945054945,0.45824432373046875,1.304631441617743
1.183,0,-8.397005081176758,-101.18805694580078,96.55477905273438,45.50553894042969,-35.00322341918945,0.4517250061035156,-8.397005081176758,-101.18805694580078,96.55477905273438,45.50553894042969,-32.032967032967036,0.4517250061035156,1.304631441617743
1.218,0,-8.338483810424805,-101.17424011230469,96.58218383789062,44.963768005371094,-36.80352020263672,0.4674510955810547,-8.338483810424805,-101.17424011230469,96.58218383789062,44.963768005371094,-33.61538461538461,0.4674510955810547,1.304631441617743
1.254,0,-8.333780288696289,-101.15418243408203,96.61224365234375,44.46729278564453,-38.78226852416992,0.4843463897705078,-8.333780288696289,-101.15418243408203,96.61224365234375,44.46729278564453,-35.37362637362637,0.4843463897705078,1.304631441617743
1.285,0,-8.381051063537598,-101.1368179321289,96.65341186523438,43.896728515625,-40.55178451538086,0.46848487854003906,-8.381051063537598,-101.1368179321289,96.65341186523438,43.896728515625,-36.604395604395606,0.46848487854003906,1.304631441617743
1.318,0,-8.4031982421875,-101.09825134277344,96.67254638671875,43.24854278564453,-42.534053802490234,0.4835014343261719,-8.4031982421875,-101.09825134277344,96.67254638671875,43.24854278564453,-38.27472527472528,0.4835014343261719,1.304631441617743
1.351,0,-8.422911643981934,-101.08345031738281,96.6904067993164,42.755767822265625,-44.26886749267578,0.4908123016357422,-8.422911643981934,-101.08345031738281,96.6904067993164,42.755767822265625,-39.76923076923077,0.4908123016357422,1.304631441617743
1.384,0,-8.43033504486084,-101.05536651611328,96.70763397216797,42.29346466064453,-46.123470306396484,0.4929065704345703,-8.43033504486084,-101.05536651611328,96.70763397216797,42.29346466064453,-41.175824175824175,0.4929065704345703,1.304631441617743
1.421,0,-8.46132755279541,-101.03662109375,96.7235107421875,41.724761962890625,-48.15616226196289,0.5405788421630859,-8.46132755279541,-101.03662109375,96.7235107421875,41.724761962890625,-43.02197802197802,0.5405788421630859,1.304631441617743
1.452,0,-8.501486778259277,-101.05029296875,96.73432922363281,41.250244140625,-49.88956832885742,0.5495815277099609,-8.501486778259277,-101.05029296875,96.73432922363281,41.250244140625,-44.252747252747255,0.5495815277099609,1.304631441617743
1.487,0,-8.439669609069824,-101.0437240600586,96.73472595214844,40.86065673828125,-51.685672760009766,0.5912952423095703,-8.439669609069824,-101.0437240600586,96.73472595214844,40.86065673828125,-45.92307692307692,0.5912952423095703,1.304631441617743
1.519,0,-8.44726848602295,-101.05548095703125,96.73783111572266,40.42632293701172,-53.43572235107422,0.62554931640625,-8.44726848602295,-101.05548095703125,96.73783111572266,40.42632293701172,-47.417582417582416,0.62554931640625,1.304631441617743
1.553,0,-8.44033432006836,-101.01114654541016,96.73123931884766,39.93949890136719,-55.20513153076172,0.6630229949951172,-8.44033432006836,-101.01114654541016,96.73123931884766,39.93949890136719,-48.91208791208791,0.6630229949951172,1.304631441617743
1.586,0,-8.389056205749512,-101.0089111328125,96.71580505371094,39.48997497558594,-57.07157897949219,0.7238101959228516,-8.389056205749512,-101.0089111328125,96.71580505371094,39.48997497558594,-50.494505494505496,0.7238101959228516,1.304631441617743
1.619,0,-8.295059204101562,-101.0324478149414,96.70614624023438,39.15807342529297,-58.57964324951172,0.8200321197509766,-8.295059204101562,-101.0324478149414,96.70614624023438,39.15807342529297,-52.07692307692308,0.8200321197509766,1.304631441617743
1.652,0,-8.237337112426758,-100.97923278808594,96.6971435546875,38.664451599121094,-60.237030029296875,0.9159088134765625,-8.237337112426758,-100.97923278808594,96.6971435546875,38.664451599121094,-53.57142857142857,0.9159088134765625,1.304631441617743
1.687,0,-8.195721626281738,-100.95247650146484,96.68111419677734,38.158660888671875,-61.93500518798828,1.05133056640625,-8.195721626281738,-100.95247650146484,96.68111419677734,38.158660888671875,-55.15384615384615,1.05133056640625,1.304631441617743
1.720,0,-8.126947402954102,-100.93358612060547,96.65185546875,37.71867370605469,-63.56501007080078,1.1855201721191406,-8.126947402954102,-100.93358612060547,96.65185546875,37.71867370605469,-56.64835164835165,1.1855201721191406,1.304631441617743
1.753,0,-8.030908584594727,-100.94001770019531,96.6342544555664,37.374977111816406,-65.14776611328125,1.3287601470947266,-8.030908584594727,-100.94001770019531,96.6342544555664,37.374977111816406,-58.142857142857146,1.3287601470947266,1.304631441617743
1.786,0,-7.924980163574219,-100.8016357421875,96.61134338378906,36.833839416503906,-66.71232604980469,1.5195026397705078,-7.924980163574219,-100.8016357421875,96.61134338378906,36.833839416503906,-59.72527472527472,1.5195026397705078,1.304631441617743
1.820,0,-7.85587215423584,-100.74219512939453,96.59512329101562,36.27527618408203,-68.40961456298828,1.7267131805419922,-7.85587215423584,-100.74219512939453,96.59512329101562,36.27527618408203,-61.30769230769231,1.7267131805419922,1.304631441617743
